frame_idx,adl_rng_0,adl_vel_0,adl_agl_0,adl_type_0,adl_rng_1,adl_vel_1,adl_agl_1,adl_type_1,adl_rng_2,adl_vel_2,adl_agl_2,adl_type_2,tar_mgr_rng_0,tar_mgr_vel_0,tar_mgr_agl_0,tar_mgr_solidity_0,tar_mgr_type_0,tar_mgr_rng_1,tar_mgr_vel_1,tar_mgr_agl_1,tar_mgr_solidity_1,tar_mgr_type_1,tar_mgr_rng_2,tar_mgr_vel_2,tar_mgr_agl_2,tar_mgr_solidity_2,tar_mgr_type_2,dyn_rng_0,dyn_vel_0,dyn_agl_0,dyn_q_0,dyn_ai_0,dyn_overlap_0,dyn_rng_1,dyn_vel_1,dyn_agl_1,dyn_q_1,dyn_ai_1,dyn_overlap_1,dyn_rng_2,dyn_vel_2,dyn_agl_2,dyn_q_2,dyn_ai_2,dyn_overlap_2,dyn_rng_3,dyn_vel_3,dyn_agl_3,dyn_q_3,dyn_ai_3,dyn_overlap_3,sta_rng_0,sta_vel_0,sta_agl_0,sta_q_0,sta_ai_0,sta_rng_1,sta_vel_1,sta_agl_1,sta_q_1,sta_ai_1,sta_rng_2,sta_vel_2,sta_agl_2,sta_q_2,sta_ai_2,sta_rng_3,sta_vel_3,sta_agl_3,sta_q_3,sta_ai_3
35,0.6,0.0,-21.9625,0,0.0,0.0,0.0,0,0,0,0,0,4.0,0.0,-15.0,120,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,-0.58688,-28.0,0.65854,0.21593,0.0,19,-0.07336,-17.0,0.33329,0.04208,0.0,26,-0.07336,-10.0,0.45628,0.08133,1.0,31,-0.44016,-40.0,0.32279,0.04555,1.0,18.0,0.0,-14.0,0.86668,0.04208,34.0,0.0,-56.0,0.92778,0.57888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.615,0.25,-14.9875,0,0.0,0.0,0.0,0,0,0,0,0,4.2,0.25,-8.4,130,0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,-0.51352,-17.0,0.74564,0.79672,0.0,21,-0.44016,-0.0,0.63213,0.21305,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-14.0,0.86575,0.08446,34.0,0.0,-56.0,0.92449,0.49442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.6375,0.25,-8.375,0,0.0,0.0,0.0,0,0,0,0,0,4.4,0.25,-3.4,140,0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,-0.44016,-14.0,0.77036,0.73363,0.0,20,-0.22008,-7.0,0.7673,0.1045,0.7142857142857143,36,-0.14672,-24.0,0.22331,0.03741,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-15.0,0.8424,0.1045,34.0,0.0,-56.0,0.93207,0.53622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.67875,0.5,-13.3625,0,0.0,0.0,0.0,0,0,0,0,0,4.8,0.5,-18.6,150,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,-0.22008,-6.0,0.88657,0.05422,0.0,18,-0.29344,-2.0,0.36044,0.0431,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-15.0,0.83267,0.11808,34.0,0.0,-56.0,0.94831,0.60355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.72938,0.5,-12.5375,0,0.0,0.0,0.0,0,0,0,0,0,5.2,0.5,-12.0,160,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,-0.22008,-0.0,0.83335,0.04778,0.0,19,-0.22008,1.0,0.71647,0.03313,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-14.0,0.83942,0.1307,34.0,0.0,-56.0,0.97453,0.63099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.78562,0.25,-9.2625,0,0.0,0.0,0.0,0,0,0,0,0,5.6,0.25,-6.4,170,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,-0.22008,2.0,0.87708,0.0166,0.0,20,-0.22008,6.0,0.56274,0.84909,1.0,32,-0.58688,34.0,0.43572,0.11997,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-11.0,0.85425,0.11602,34.0,0.0,-56.0,0.98388,0.80545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.82875,0.25,-4.675,0,0.0,0.0,0.0,0,0,0,0,0,5.8,0.25,-0.4,180,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6,-0.3668,16.0,0.56884,0.92923,0.0,21,-0.22008,10.0,0.54505,0.06707,0.0,33,-0.58688,48.0,0.50078,0.10605,1.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-9.0,0.86572,0.08345,34.0,0.0,-55.0,0.97252,0.84554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.88125,0.25,0.7875,0,0.0,0.0,0.0,0,0,0,0,0,6.2,0.25,7.2,190,0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,-0.51352,25.0,0.63537,0.97117,0.0,20,-0.29344,17.0,0.56736,0.77784,0.3333333333333333,34,-0.58688,53.0,0.50172,0.14241,0.5,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-8.0,0.8689,0.07589,34.0,0.0,-55.0,0.96272,0.63811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.9225,0.25,7.7,0,0.0,0.0,0.0,0,0,0,0,0,6.4,0.25,14.2,200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,-0.66024,27.0,0.91769,0.96746,0.0,21,-0.22008,14.0,0.42345,0.08001,0.0,34,-0.58688,50.0,0.45025,0.03114,0.5,40,-0.51352,50.0,0.30429,0.19399,0.6666666666666666,18.0,0.0,-6.0,0.86097,0.06113,34.0,0.0,-56.0,0.96612,0.1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.95812,0.25,13.825,0,0.0,0.0,0.0,0,0,0,0,0,6.6,0.25,19.6,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,7,-0.7336,28.0,0.87406,0.16096,0.0,14,-0.58688,20.0,0.48428,0.19527,1.0,14,-0.58688,-50.0,0.48428,0.19527,1.0,22,-0.14672,15.0,0.22059,0.04674,0.0,18.0,0.0,-6.0,0.83143,0.08038,34.0,0.0,-54.0,0.94955,0.07707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1.005,0.5,19.8,0,0.0,0.0,0.0,0,0,0,0,0,7.0,0.5,25.4,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,8,-0.88031,30.0,0.84353,0.96591,0.0,14,-0.58688,21.0,0.54608,0.05049,1.0,26,0.88031,42.0,0.2749,0.02079,1.0,36,-0.88031,48.0,0.71056,0.402,0.6666666666666666,20.0,0.0,31.0,0.49016,0.11322,34.0,0.0,-35.0,0.73439,0.07234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1.07437,0.5,25.0375,0,0.0,0.0,0.0,0,0,0,0,0,7.6,0.5,29.8,230,0,0.0,0.0,0.0,0,0,0,0,0,0,0,9,-0.7336,36.0,0.76331,0.9654,0.0,12,-0.22008,23.0,0.35294,0.12831,0.0,15,-0.58688,21.0,0.38692,0.77311,1.0,27,-0.29344,48.0,0.32122,0.03733,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1.18312,1.25,29.4375,0,0.0,0.0,0.0,0,0,0,0,0,8.6,1.25,33.4,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,-0.66024,34.0,0.82098,0.0223,0.0,12,-1.02703,34.0,0.55295,0.68076,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,-22.0,0.8181,0.09176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1.2825,0.75,31.9875,0,0.0,0.0,0.0,0,0,0,0,0,9.2,0.75,34.2,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,10,-0.7336,31.0,0.9106,0.01693,0.0,13,0.58688,38.0,0.63366,0.01536,1.0,22,-0.14672,21.0,0.27974,0.03596,0.0,36,-0.7336,49.0,0.55718,0.03393,0.5,6.0,0.0,10.0,0.0,0.82396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1.39312,0.75,34.275,0,0.0,0.0,0.0,0,0,0,0,0,10.0,0.75,36.2,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,11,-0.88031,34.0,0.90253,0.97594,0.0,22,-0.44016,22.0,0.50731,0.14769,1.0,42,-0.80696,51.0,0.40146,0.06044,0.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1.50938,0.75,35.975,0,0.0,0.0,0.0,0,0,0,0,0,10.8,0.75,37.4,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,12,-0.88031,34.0,0.90942,0.9966,0.0,40,0.07336,49.0,0.81373,0.98004,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,50.0,0.81623,0.98004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1.62938,0.25,37.0,0,0.0,0.0,0.0,0,0,0,0,0,11.6,0.25,37.8,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,-0.7336,37.0,0.80034,0.01023,0.0,17,-0.07336,36.0,0.33867,0.29801,0.0,32,-0.3668,35.0,0.23237,0.28018,0.0,39,-0.95367,55.0,0.74888,0.81585,0.5,40.0,0.0,50.0,0.85488,0.22126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1.7175,1.0,37.825,0,0.0,0.0,0.0,0,0,0,0,0,12.0,1.0,38.6,205,0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,-0.7336,44.0,0.81975,0.00917,0.0,17,-0.29344,34.0,0.76055,0.08022,0.0,40,-0.7336,58.0,0.57248,0.03256,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,53.0,0.92193,0.13554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1.8375,1.0,39.275,0,0.0,0.0,0.0,0,0,0,0,0,13.0,1.0,40.6,200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,15,-0.80696,40.0,0.79772,0.73419,0.0,18,-0.14672,41.0,0.35365,0.11684,0.0,23,-0.44016,25.0,0.32388,0.33471,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,53.0,1.0,0.22453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.9275,0.25,40.375,0,0.0,0.0,0.0,0,0,0,0,0,13.4,0.25,41.4,195,0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,-0.88031,38.0,0.57477,0.99529,0.0,19,-0.88031,33.0,0.32294,0.52706,1.0,24,-0.51352,26.0,0.31824,0.05327,1.0,32,-0.22008,48.0,0.55215,0.21454,0.08333333333333333,40.0,0.0,52.0,1.0,0.25662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.9875,0.0,41.0,0,0.0,0.0,0.0,0,0,0,0,0,13.6,0.0,41.6,205,0,0.0,0.0,0.0,0,0,0,0,0,0,0,13,-0.95367,37.0,0.57184,0.98736,0.0,20,-0.88031,35.0,0.46835,0.78526,1.0,20,-0.88031,-38.0,0.46835,0.78526,1.0,32,-0.3668,32.0,0.64353,0.76518,0.0,40.0,0.0,51.0,1.0,0.23987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2.12062,1.5,41.325,0,0.0,0.0,0.0,0,0,0,0,0,15.0,1.5,41.6,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,18,0.88031,36.0,0.3405,0.10333,0.0,18,0.88031,-34.0,0.3405,0.10333,0.0,20,-0.80696,38.0,0.6642,0.32036,0.0,33,-0.44016,51.0,0.62782,0.96151,1.0,40.0,0.0,50.0,1.0,0.33462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2.28,1.25,40.725,0,0.0,0.0,0.0,0,0,0,0,0,16.2,1.25,40.0,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,17,-0.80696,38.0,0.3732,0.02161,0.0,20,-0.29344,38.0,0.82158,0.13849,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,50.0,1.0,0.24986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2.44688,2.0,39.9875,0,0.0,0.0,0.0,0,0,0,0,0,17.4,2.0,39.2,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,21,-0.66024,37.0,0.96394,0.42285,0.0,33,-0.51352,41.0,0.51191,0.08992,0.75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,50.0,1.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2.64938,2.0,39.0,0,0.0,0.0,0.0,0,0,0,0,0,19.0,2.0,38.0,230,0,0.0,0.0,0.0,0,0,0,0,0,0,0,21,-0.80696,38.0,0.57158,0.91486,0.0,21,-0.80696,-53.0,0.5,0.91486,0.0,34,-0.44016,51.0,0.49835,0.06344,1.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,49.0,1.0,0.2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2.87625,0.25,38.7,0,0.0,0.0,0.0,0,0,0,0,0,20.6,0.25,38.4,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,21,-0.7336,35.0,0.58398,0.03361,0.0,24,1.02703,40.0,0.48887,0.18615,1.0,34,-0.58688,39.0,0.65464,0.02122,0.75,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,44.0,1.0,0.15021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,3.04875,1.0,38.4,0,0.0,0.0,0.0,0,0,0,0,0,21.4,1.0,38.2,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,24,-0.14672,39.0,0.83354,0.29765,0.0,34,-0.44016,19.0,0.26901,0.00994,0.75,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,41.0,1.0,0.12962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,3.195,0.75,38.675,0,0.0,0.0,0.0,0,0,0,0,0,22.2,0.75,39.0,230,0,0.0,0.0,0.0,0,0,0,0,0,0,0,24,-0.44016,39.0,0.66212,0.99712,0.0,41,-0.07336,49.0,0.32787,0.01684,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,42.0,1.0,0.13845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,3.285,0.25,38.9,0,0.0,0.0,0.0,0,0,0,0,0,22.4,0.25,39.2,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,22,-0.58688,37.0,0.91908,0.84363,0.0,24,-0.22008,39.0,0.37798,0.01308,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,44.0,1.0,0.13027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,3.345,0.25,39.4625,0,0.0,0.0,0.0,0,0,0,0,0,22.6,0.25,40.0,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,22,-0.7336,36.0,0.87115,0.99939,0.0,24,-0.51352,37.0,0.65803,0.99262,0.0,44,-0.29344,53.0,0.56435,0.0159,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,35.0,0.6567,0.99939,40.0,0.0,44.0,0.81741,0.28347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,3.41625,0.0,40.125,0,0.0,0.0,0.0,0,0,0,0,0,23.2,0.0,40.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,24,-0.7336,36.0,0.83259,0.99974,0.0,36,-0.44016,33.0,0.28067,0.08514,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,39.0,0.67332,0.99974,40.0,0.0,45.0,0.76728,0.33271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,3.43687,-0.25,40.1875,0,0.0,0.0,0.0,0,0,0,0,0,23.0,-0.25,40.2,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,23,-0.7336,37.0,0.51174,0.99772,0.0,26,-0.29344,36.0,0.83555,0.07342,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39.0,0.39301,0.99772,40.0,0.0,46.0,0.62486,0.30566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,3.47438,1.0,39.5,0,0.0,0.0,0.0,0,0,0,0,0,23.4,1.0,38.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.44016,35.0,0.79374,0.89491,0.0,38,-0.44016,38.0,0.39796,0.16984,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39.0,0.44098,0.99793,40.0,0.0,47.0,0.55935,0.20048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,3.55312,1.0,38.575,0,0.0,0.0,0.0,0,0,0,0,0,24.2,1.0,37.6,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.44016,34.0,0.92871,0.86125,0.0,38,-0.29344,44.0,0.61985,0.58524,0.8571428571428571,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,39.0,0.48,0.99852,40.0,0.0,48.0,0.66617,0.27385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3.65438,0.5,37.7125,0,0.0,0.0,0.0,0,0,0,0,0,25.0,0.5,36.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,26,-0.51352,33.0,0.79244,0.96768,0.0,38,-0.29344,49.0,0.34388,0.03327,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,40.0,0.74631,0.94099,40.0,0.0,48.0,0.77536,0.03327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,3.74625,1.0,36.0375,0,0.0,0.0,0.0,0,0,0,0,0,25.6,1.0,34.4,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,27,-0.80696,30.0,0.86696,0.10762,0.0,38,-0.58688,44.0,0.39346,0.00687,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,40.0,0.8,0.98182,40.0,0.0,49.0,0.84086,0.22509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,3.87,0.5,34.675,0,0.0,0.0,0.0,0,0,0,0,0,26.6,0.5,33.4,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,-0.80696,29.0,0.61024,0.95054,0.0,39,-0.58688,41.0,0.62014,0.02758,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,39.0,0.8,0.98471,40.0,0.0,49.0,0.87292,0.3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,3.96375,0.5,33.7,0,0.0,0.0,0.0,0,0,0,0,0,27.0,0.5,32.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,-0.3668,31.0,0.78411,0.97453,0.0,40,-0.51352,39.0,0.74507,0.03863,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,37.0,1.0,0.98121,40.0,0.0,49.0,0.84229,0.22086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,4.04062,0.5,32.725,0,0.0,0.0,0.0,0,0,0,0,0,27.4,0.5,31.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,-0.29344,29.0,0.79484,0.27856,0.0,40,-0.3668,41.0,0.64744,0.55136,0.5833333333333334,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,37.0,0.98176,0.98569,24.0,0.0,-43.0,0.5,0.98569,40.0,0.0,44.0,0.69988,0.55136,0.0,0.0,0.0,0.0,0.0
74,4.09312,0.0,31.5875,0,0.0,0.0,0.0,0,0,0,0,0,27.6,0.0,30.6,225,0,0.0,0.0,0.0,0,0,0,0,0,0,0,27,-0.44016,30.0,0.71289,0.03133,0.0,36,-0.44016,19.0,0.32777,0.0172,0.5,40,-0.58688,40.0,0.77675,0.05164,1.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,37.0,0.65431,0.1287,40.0,0.0,-8.0,0.37339,0.1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,4.12125,-0.25,30.9625,0,0.0,0.0,0.0,0,0,0,0,0,27.6,-0.25,30.4,215,0,0.0,0.0,0.0,0,0,0,0,0,0,0,27,-0.44016,31.0,0.76496,0.9181,0.0,41,-0.58688,40.0,0.72028,0.00627,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,37.0,0.8,0.9181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,4.1625,0.5,30.1625,0,0.0,0.0,0.0,0,0,0,0,0,28.0,0.5,29.4,205,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.22008,26.0,0.80568,0.08779,0.0,41,-0.51352,36.0,0.29754,0.02569,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,37.0,0.74709,0.12175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,4.18313,0.0,29.05,0,0.0,0.0,0.0,0,0,0,0,0,28.0,0.0,28.0,195,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,-0.29344,25.0,0.72109,0.11021,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,35.0,0.77076,0.44659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,4.1925,0.25,27.9875,0,0.0,0.0,0.0,0,0,0,0,0,28.0,0.25,27.0,185,0,0.0,0.0,0.0,0,0,0,0,0,0,0,28,-0.29344,24.0,0.88205,0.22545,0.0,42,-0.29344,38.0,0.37598,0.01939,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,36.0,0.75135,0.27539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,4.25625,1.0,27.1875,0,0.0,0.0,0.0,0,0,0,0,0,28.8,1.0,26.4,175,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.3668,26.0,0.74533,0.43051,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,37.0,0.94879,0.58017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,4.335,0.0,26.1625,0,0.0,0.0,0.0,0,0,0,0,0,29.4,0.0,25.2,180,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.3668,25.0,0.84592,0.95001,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,35.0,0.88328,0.31848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,4.3725,0.5,25.9375,0,0.0,0.0,0.0,0,0,0,0,0,29.4,0.5,25.8,200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.3668,25.0,0.72495,0.58649,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,34.0,0.65767,0.19842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,4.43625,0.75,25.4375,0,0.0,0.0,0.0,0,0,0,0,0,30.0,0.75,25.0,210,0,0.0,0.0,0.0,0,0,0,0,0,0,0,31,-0.14672,21.0,0.84971,0.94341,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,4.50188,-0.25,24.7,0,0.0,0.0,0.0,0,0,0,0,0,30.4,-0.25,24.0,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,30,-0.14672,19.0,0.84576,0.95761,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,4.54875,0.5,23.7125,0,0.0,0.0,0.0,0,0,0,0,0,30.6,0.5,22.8,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,32,0.14672,20.0,0.91816,0.95704,0.0,44,-0.14672,37.0,0.35908,0.03461,0.5,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,19.0,1.0,0.95704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
