frame_idx	adl_rng_0	adl_vel_0	adl_agl_0	adl_type_0	adl_rng_1	adl_vel_1	adl_agl_1	adl_type_1	adl_rng_2	adl_vel_2	adl_agl_2	adl_type_2
79	4.25625	1	27.1875	0	0	0	0	0	0	0	0	0
80	4.335	0	26.1625	0	0	0	0	0	0	0	0	0
81	4.3725	0.5	25.9375	0	0	0	0	0	0	0	0	0
82	4.43625	0.75	25.4375	0	0	0	0	0	0	0	0	0
83	4.50188	-0.25	24.7	0	0	0	0	0	0	0	0	0
84	4.54875	0.5	23.7125	0	0	0	0	0	0	0	0	0
85	4.58437	0.25	22.775	0	0	0	0	0	0	0	0	0
86	4.62	0	21.1625	0	0	0	0	0	0	0	0	0
87	4.62187	0	20.05	0	0	0	0	0	0	0	0	0
88	4.62187	-0.5	19.1875	0	0	0	0	0	0	0	0	0
89	4.56187	-0.75	18.3625	0	0	0	0	0	0	0	0	0
90	4.51688	-0.25	17.1125	0	0	0	0	0	0	0	0	0
91	4.4925	0.25	15.8375	0	0	0	0	0	0	0	0	0
92	4.49625	0.25	14.4	0	0	0	0	0	0	0	0	0
93	4.49438	0.5	12.975	0	0	0	0	0	0	0	0	0
94	4.52625	0	11.4375	0	0	0	0	0	0	0	0	0
95	4.55812	0	9.975	0	0	0	0	0	0	0	0	0
96	4.515	-1	8.6375	0	0	0	0	0	0	0	0	0
97	4.4325	-0.75	7.375	0	0	0	0	0	0	0	0	0
98	4.37812	-0.25	5.9375	0	0	0	0	0	0	0	0	0
99	4.29	-1.25	4.425	0	0	0	0	0	0	0	0	0
100	4.16625	-0.25	3.075	0	0	0	0	0	0	0	0	0
101	4.08937	-0.25	1.8	0	0	0	0	0	0	0	0	0
102	4.03875	-0.75	0.65	0	0	0	0	0	0	0	0	0
103	3.96562	0	-0.125	0	0	0	0	0	0	0	0	0
104	3.99023	0	0.00316	1	0	0	0	0	0	0	0	0
105	4.01052	0.75	0.09098	1	0	0	0	0	0	0	0	0
106	4.03123	0.75	0.21295	1	0	0	0	0	0	0	0	0
107	4.06275	0.5	-2.3725	0	0	0	0	0	0	0	0	0
108	4.13363	0.5	-4.08	0	0	0	0	0	0	0	0	0
109	4.19738	-0.25	-6.0475	0	0	0	0	0	0	0	0	0
110	4.24425	0.25	-7.7325	0	0	0	0	0	0	0	0	0
111	4.22625	-0.5	-9.35	0	0	0	0	0	0	0	0	0
112	4.185	-0.5	-10.6375	0	0	0	0	0	0	0	0	0
113	4.19438	0.5	-11.7875	0	0	0	0	0	0	0	0	0
114	4.22813	0	-13.0375	0	0	0	0	0	0	0	0	0
115	4.18125	0	-14.6625	0	0	0	0	0	0	0	0	0
116	4.17375	0.25	-16.4625	0	0	0	0	0	0	0	0	0
117	4.24875	0.25	-18.8625	0	0	0	0	0	0	0	0	0
118	4.31625	0.5	-21.275	0	0	0	0	0	0	0	0	0
119	4.34437	1	-22.7	0	0	0	0	0	0	0	0	0
120	4.43812	1	-24.2125	0	0	0	0	0	0	0	0	0
121	4.53375	-0.25	-25.3	0	0	0	0	0	0	0	0	0
122	4.57875	-0.25	-25.325	0	0	0	0	0	0	0	0	0
123	4.58437	0.25	-24.875	0	0	0	0	0	0	0	0	0
124	4.62187	0.25	-24.8875	0	0	0	0	0	0	0	0	0
125	4.63875	0.25	-24.3625	0	0	0	0	0	0	0	0	0
126	4.67437	0.25	-23.95	0	0	0	0	0	0	0	0	0
127	4.69125	0	-23.65	0	0	0	0	0	0	0	0	0
128	4.7025	-0.25	-23.2375	0	0	0	0	0	0	0	0	0
129	4.69125	0	-22.7875	0	0	0	0	0	0	0	0	0
130	4.7025	0	-22.3875	0	0	0	0	0	0	0	0	0
131	4.70625	0.25	-21.9875	0	0	0	0	0	0	0	0	0
132	4.72313	0.25	-21.975	0	0	0	0	0	0	0	0	0
133	4.74563	0.25	-22.275	0	0	0	0	0	0	0	0	0
134	4.77375	0	-22.525	0	0	0	0	0	0	0	0	0
135	4.78688	0	-22.85	0	0	0	0	0	0	0	0	0
136	4.80938	0.25	-23.2375	0	0	0	0	0	0	0	0	0
137	4.83562	0.25	-23.6375	0	0	0	0	0	0	0	0	0
138	4.84875	0	-23.625	0	0	0	0	0	0	0	0	0
139	4.86938	0.25	-23.625	0	0	0	0	0	0	0	0	0
140	4.89562	0	-23.925	0	0	0	0	0	0	0	0	0
141	4.90875	0	-24.075	0	0	0	0	0	0	0	0	0
142	4.91438	0.25	-24.425	0	0	0	0	0	0	0	0	0
143	4.88812	-0.75	-25.1125	0	0	0	0	0	0	0	0	0
144	4.845	-0.5	-24.875	0	0	0	0	0	0	0	0	0
145	4.7925	-0.5	-24.1375	0	0	0	0	0	0	0	0	0
146	4.75125	-0.25	-23.2875	0	0	0	0	0	0	0	0	0
147	4.71375	0.5	-21.775	0	0	0	0	0	0	0	0	0
148	4.725	0.25	-20.15	0	0	0	0	0	0	0	0	0
149	4.74562	0.25	-19.6375	0	0	0	0	0	0	0	0	0
150	4.75688	-0.25	-18.6875	0	0	0	0	0	0	0	0	0
151	4.7325	-0.5	-17.875	0	0	0	0	0	0	0	0	0
152	4.69312	-0.5	-16.6875	0	0	0	0	0	0	0	0	0
153	4.6425	-0.5	-15.4625	0	0	0	0	0	0	0	0	0
154	4.58625	-0.25	-13.8875	0	0	0	0	0	0	0	0	0
155	4.54125	0	-12.825	0	0	0	0	0	0	0	0	0
156	4.51875	0	-11.9625	0	0	0	0	0	0	0	0	0
157	4.5075	0	-11.4375	0	0	0	0	0	0	0	0	0
158	4.50188	0	-10.7625	0	0	0	0	0	0	0	0	0
159	4.5	0	-9.9625	0	0	0	0	0	0	0	0	0
160	4.485	-0.25	-9.3625	0	0	0	0	0	0	0	0	0
161	4.4775	0	-8.175	0	0	0	0	0	0	0	0	0
162	4.44375	-0.5	-6.9625	0	0	0	0	0	0	0	0	0
163	4.42687	0	-5.55	0	0	0	0	0	0	0	0	0
164	4.4175	0.25	-4.1625	0	0	0	0	0	0	0	0	0
165	4.44375	0.25	-2.325	0	0	0	0	0	0	0	0	0
166	4.47	0.75	-0.725	0	0	0	0	0	0	0	0	0
167	4.53	0.25	0.6875	0	0	0	0	0	0	0	0	0
168	4.545	-0.25	0.5875	0	0	0	0	0	0	0	0	0
169	4.56938	0	1.0625	0	0	0	0	0	0	0	0	0
170	4.55485	-0.5	0.74696	1	0	0	0	0	0	0	0	0
171	4.56412	0.25	0.655	0	0	0	0	0	0	0	0	0
172	4.57612	0.75	0.9775	0	0	0	0	0	0	0	0	0
173	4.629	0.25	3.02	0	0	0	0	0	0	0	0	0
174	4.65337	0.5	4.3825	0	0	0	0	0	0	0	0	0
175	4.66687	-0.75	6.7875	0	0	0	0	0	0	0	0	0
176	4.62937	-0.75	8.125	0	0	0	0	0	0	0	0	0
177	4.6125	0	9.475	0	0	0	0	0	0	0	0	0
178	4.54125	-0.75	9.9625	0	0	0	0	0	0	0	0	0
179	4.52062	0.75	10.6875	0	0	0	0	0	0	0	0	0
180	4.5675	1	11.65	0	0	0	0	0	0	0	0	0
181	4.63875	0	12.8625	0	0	0	0	0	0	0	0	0
182	4.67062	1	14.025	0	0	0	0	0	0	0	0	0
183	4.75125	0	15.8375	0	0	0	0	0	0	0	0	0
184	4.82438	0.25	17.6625	0	0	0	0	0	0	0	0	0
185	4.875	0.5	19.475	0	0	0	0	0	0	0	0	0
186	4.9125	0.25	20.975	0	0	0	0	0	0	0	0	0
187	4.95	0.25	22.7625	0	0	0	0	0	0	0	0	0
188	4.98188	-0.25	24.5375	0	0	0	0	0	0	0	0	0
189	4.98188	-0.25	26.125	0	0	0	0	0	0	0	0	0
190	4.96688	0	27.3	0	0	0	0	0	0	0	0	0
191	4.95937	0	28.3125	0	0	0	0	0	0	0	0	0
192	4.94062	-0.25	29.0125	0	0	0	0	0	0	0	0	0
193	4.89937	-0.5	29.35	0	0	0	0	0	0	0	0	0
194	4.84875	-0.5	29.9	0	0	0	0	0	0	0	0	0
195	4.77938	-0.75	30.575	0	0	0	0	0	0	0	0	0
196	4.68375	-0.75	31.4	0	0	0	0	0	0	0	0	0
197	4.575	-0.75	32	0	0	0	0	0	0	0	0	0
198	4.46062	-1	32.925	0	0	0	0	0	0	0	0	0
199	4.3275	-1	33.9875	0	0	0	0	0	0	0	0	0
200	4.2	-0.75	34.825	0	0	0	0	0	0	0	0	0
201	4.09125	-0.5	35.725	0	0	0	0	0	0	0	0	0
202	3.96188	-1	36.8	0	0	0	0	0	0	0	0	0
203	3.83625	-0.75	38.5375	0	0	0	0	0	0	0	0	0
204	3.71437	-1	39.6875	0	0	0	0	0	0	0	0	0
205	3.57938	-1.25	40.775	0	0	0	0	0	0	0	0	0
206	3.435	-0.5	41.725	0	0	0	0	0	0	0	0	0
207	3.31875	-0.75	42.3375	0	0	0	0	0	0	0	0	0
208	3.21562	-0.5	42.0875	0	0	0	0	0	0	0	0	0
209	3.08812	-1	41.675	0	0	0	0	0	0	0	0	0
210	2.96438	-1	42.6625	0	0	0	0	0	0	0	0	0
211	2.82938	-1	43.4375	0	0	0	0	0	0	0	0	0
212	2.70187	-1	43.8875	0	0	0	0	0	0	0	0	0
213	2.54625	-0.75	42.325	0	0	0	0	0	0	0	0	0
214	2.40937	-1	41.6375	0	0	0	0	0	0	0	0	0
215	2.265	-1	39.0375	0	0	0	0	0	0	0	0	0
216	2.13375	-1	36.025	0	0	0	0	0	0	0	0	0
217	2.00625	-0.5	33	0	0	0	0	0	0	0	0	0
218	1.89937	-0.5	31.5	0	0	0	0	0	0	0	0	0
219	1.815	-0.25	28.4125	0	0	0	0	0	0	0	0	0
220	1.75875	-0.25	25.1	0	0	0	0	0	0	0	0	0
221	1.70062	-0.5	23.7625	0	0	0	0	0	0	0	0	0
222	1.6425	-0.25	20.375	0	0	0	0	0	0	0	0	0
223	1.58438	-0.5	16.15	0	0	0	0	0	0	0	0	0
224	1.52625	-0.5	11.8625	0	0	0	0	0	0	0	0	0
225	1.48125	0	7.85	0	0	0	0	0	0	0	0	0
226	1.47375	0.25	1.15	0	0	0	0	0	0	0	0	0
227	1.5	0.75	-3.975	0	0	0	0	0	0	0	0	0
228	1.54312	0.5	-9.125	0	0	0	0	0	0	0	0	0
229	1.61062	0.5	-13.5875	0	0	0	0	0	0	0	0	0
230	1.67625	0.25	-17.775	0	0	0	0	0	0	0	0	0
231	1.725	0	-21.1	0	0	0	0	0	0	0	0	0
232	1.73438	0	-24.6125	0	0	0	0	0	0	0	0	0
233	1.77	0.25	-27.225	0	0	0	0	0	0	0	0	0
234	1.78687	0	-29.625	0	0	0	0	0	0	0	0	0
235	1.79437	0	-32.2	0	0	0	0	0	0	0	0	0
236	1.81125	0.5	-34.5125	0	0	0	0	0	0	0	0	0
237	1.8525	0	-35.9125	0	0	0	0	0	0	0	0	0
238	1.84125	-0.25	-36.425	0	0	0	0	0	0	0	0	0
239	1.82062	-0.25	-36.6	0	0	0	0	0	0	0	0	0
240	1.84125	0.25	-36.8625	0	0	0	0	0	0	0	0	0
241	1.8675	0.25	-36.75	0	0	0	0	0	0	0	0	0
242	1.87688	0.5	-36.4625	0	0	0	0	0	0	0	0	0
243	1.9275	0.75	-36.825	0	0	0	0	0	0	0	0	0
244	2.00062	0	-37.125	0	0	0	0	0	0	0	0	0
245	2.03625	0	-36.35	0	0	0	0	0	0	0	0	0
246	2.03812	0	-35.2625	0	0	0	0	0	0	0	0	0
247	2.04188	-0.25	-34.8625	0	0	0	0	0	0	0	0	0
248	2.02875	-0.25	-34.6375	0	0	0	0	0	0	0	0	0
249	2.00437	-0.25	-33.1625	0	0	0	0	0	0	0	0	0
250	1.99125	0.25	-30.9375	0	0	0	0	0	0	0	0	0
251	1.98562	0	-28.775	0	0	0	0	0	0	0	0	0
252	2.01188	0.5	-25.5875	0	0	0	0	0	0	0	0	0
253	2.025	0	-23.9125	0	0	0	0	0	0	0	0	0
254	2.0325	-0.25	-24.4625	0	0	0	0	0	0	0	0	0
255	2.08125	1	-24.4625	0	0	0	0	0	0	0	0	0
256	2.1825	0.75	-23.8	0	0	0	0	0	0	0	0	0
257	2.29125	1.5	-23.2	0	0	0	0	0	0	0	0	0
258	2.45062	1.75	-20.7875	0	0	0	0	0	0	0	0	0
259	2.65312	1	-16.675	0	0	0	0	0	0	0	0	0
260	2.81625	0.75	-14.4	0	0	0	0	0	0	0	0	0
261	2.95688	0.75	-13.075	0	0	0	0	0	0	0	0	0
262	3.105	1	-12	0	0	0	0	0	0	0	0	0
263	3.27	1.25	-11.225	0	0	0	0	0	0	0	0	0
264	3.43875	1.5	-11.8	0	0	0	0	0	0	0	0	0
265	3.61312	1.25	-12.3875	0	0	0	0	0	0	0	0	0
266	3.77625	0.75	-12.875	0	0	0	0	0	0	0	0	0
267	3.91875	0.5	-12.825	0	0	0	0	0	0	0	0	0
268	4.02	0.25	-12.0625	0	0	0	0	0	0	0	0	0
269	4.11562	0.75	-11.05	0	0	0	0	0	0	0	0	0
270	4.2075	0.75	-10.2375	0	0	0	0	0	0	0	0	0
271	4.2975	0.5	-9.4	0	0	0	0	0	0	0	0	0
272	4.43062	1.5	-10.25	0	0	0	0	0	0	0	0	0
273	4.55812	0.5	-10.7875	0	0	0	0	0	0	0	0	0
274	4.68188	1	-10.875	0	0	0	0	0	0	0	0	0
275	4.80375	1	-10.9125	0	0	0	0	0	0	0	0	0
276	4.9575	0.5	-10.8375	0	0	0	0	0	0	0	0	0
277	5.0475	0.75	-9.425	0	0	0	0	0	0	0	0	0
278	5.1225	0	-8.8	0	0	0	0	0	0	0	0	0
279	5.19	0.5	-8.5	0	0	0	0	0	0	0	0	0
280	5.24062	-0.25	-7.7375	0	0	0	0	0	0	0	0	0
281	5.26125	0.25	-7.3875	0	0	0	0	0	0	0	0	0
282	5.2875	0.5	-7.3	0	0	0	0	0	0	0	0	0
283	5.33062	0	-7.15	0	0	0	0	0	0	0	0	0
284	5.35125	0.25	-7.1375	0	0	0	0	0	0	0	0	0
285	5.39062	0.25	-7.775	0	0	0	0	0	0	0	0	0
286	5.41125	0	-8.2875	0	0	0	0	0	0	0	0	0
287	5.4075	-0.25	-8.6375	0	0	0	0	0	0	0	0	0
288	5.40375	0	-9.025	0	0	0	0	0	0	0	0	0
289	5.40375	-0.25	-9.25	0	0	0	0	0	0	0	0	0
290	5.38688	0	-8.8375	0	0	0	0	0	0	0	0	0
291	5.3775	0.25	-8.425	0	0	0	0	0	0	0	0	0
292	5.35875	-0.5	-7.825	0	0	0	0	0	0	0	0	0
293	5.33438	-0.25	-6.6125	0	0	0	0	0	0	0	0	0
294	5.27625	-0.75	-5.775	0	0	0	0	0	0	0	0	0
295	5.18812	-1	-5.275	0	0	0	0	0	0	0	0	0
296	5.06812	-0.75	-5.0125	0	0	0	0	0	0	0	0	0
297	4.91812	-1.75	-5.15	0	0	0	0	0	0	0	0	0
298	4.73625	-1.25	-5.6625	0	0	0	0	0	0	0	0	0
299	4.55438	-1.25	-6.025	0	0	0	0	0	0	0	0	0
300	4.4025	-0.75	-6.4125	0	0	0	0	0	0	0	0	0
301	4.23562	-0.75	-6.625	0	0	0	0	0	0	0	0	0
302	4.09125	-1	-6.4375	0	0	0	0	0	0	0	0	0
303	3.96	-0.75	-6.725	0	0	0	0	0	0	0	0	0
304	3.82125	-1.5	-6.975	0	0	0	0	0	0	0	0	0
305	3.645	-1	-7.0875	0	0	0	0	0	0	0	0	0
306	3.48375	-1	-6.925	0	0	0	0	0	0	0	0	0
307	3.31312	-1.5	-7.3875	0	0	0	0	0	0	0	0	0
308	3.13688	-1	-7.8	0	0	0	0	0	0	0	0	0
309	2.97188	-1	-8.3	0	0	0	0	0	0	0	0	0
310	2.83125	-0.75	-8.8375	0	0	0	0	0	0	0	0	0
311	2.685	-0.75	-10.35	0	0	0	0	0	0	0	0	0
312	2.55188	-1	-11.3875	0	0	0	0	0	0	0	0	0
313	2.41125	-1	-12.1125	0	0	0	0	0	0	0	0	0
314	2.28188	-1	-13.575	0	0	0	0	0	0	0	0	0
315	2.14125	-0.75	-14.2625	0	0	0	0	0	0	0	0	0
316	2.01188	-0.75	-13.25	0	0	0	0	0	0	0	0	0
317	1.88625	-0.75	-11.7375	0	0	0	0	0	0	0	0	0
318	1.77938	-0.75	-9.2375	0	0	0	0	0	0	0	0	0
319	1.68	-0.5	-4.9125	0	0	0	0	0	0	0	0	0
320	1.60125	-0.25	-0.775	0	0	0	0	0	0	0	0	0
321	1.54688	0	2.975	0	0	0	0	0	0	0	0	0
322	1.53562	0.25	6.6	0	0	0	0	0	0	0	0	0
323	1.56	0.5	9.7875	0	0	0	0	0	0	0	0	0
324	1.60312	0.5	12.6125	0	0	0	0	0	0	0	0	0
325	1.65562	0.5	14.7125	0	0	0	0	0	0	0	0	0
326	1.71375	0.25	16.9625	0	0	0	0	0	0	0	0	0
327	1.77375	0.25	19.5625	0	0	0	0	0	0	0	0	0
328	1.83375	0.5	21.8625	0	0	0	0	0	0	0	0	0
329	1.87875	0.25	23.975	0	0	0	0	0	0	0	0	0
330	1.93125	0.5	25.9625	0	0	0	0	0	0	0	0	0
331	2.0175	0.75	26.675	0	0	0	0	0	0	0	0	0
332	2.09063	0.25	26.8	0	0	0	0	0	0	0	0	0
333	2.12625	0.25	26.7625	0	0	0	0	0	0	0	0	0
334	2.16	0	26.6375	0	0	0	0	0	0	0	0	0
335	2.17875	-0.5	26.1	0	0	0	0	0	0	0	0	0
336	2.21625	0.75	25.6375	0	0	0	0	0	0	0	0	0
337	2.27813	1	24.5125	0	0	0	0	0	0	0	0	0
338	2.385	1.25	22.65	0	0	0	0	0	0	0	0	0
339	2.4975	1	20.5	0	0	0	0	0	0	0	0	0
340	2.63062	0.25	19.7375	0	0	0	0	0	0	0	0	0
341	2.71312	0.25	19.5125	0	0	0	0	0	0	0	0	0
342	2.77125	0	19.675	0	0	0	0	0	0	0	0	0
343	2.79937	0.25	21.1625	0	0	0	0	0	0	0	0	0
344	2.82938	0	22.8	0	0	0	0	0	0	0	0	0
345	2.85562	0.25	24.3125	0	0	0	0	0	0	0	0	0
346	2.88375	0.25	25.475	0	0	0	0	0	0	0	0	0
347	2.91188	0.25	26.525	0	0	0	0	0	0	0	0	0
348	2.94188	0.25	26.7125	0	0	0	0	0	0	0	0	0
349	2.97188	0	26.8	0	0	0	0	0	0	0	0	0
350	3.00188	0.25	25.725	0	0	0	0	0	0	0	0	0
351	3.04688	0.5	24.4875	0	0	0	0	0	0	0	0	0
352	3.05438	-0.25	24.225	0	0	0	0	0	0	0	0	0
353	3.08812	0.5	24.1125	0	0	0	0	0	0	0	0	0
354	3.09	-0.5	23.7875	0	0	0	0	0	0	0	0	0
355	3.12188	0.25	23.45	0	0	0	0	0	0	0	0	0
356	3.135	0.75	23.15	0	0	0	0	0	0	0	0	0
357	3.20438	0.25	21.575	0	0	0	0	0	0	0	0	0
358	3.26625	1.25	20.075	0	0	0	0	0	0	0	0	0
359	3.36	0	19.425	0	0	0	0	0	0	0	0	0
360	3.405	0.25	19.5	0	0	0	0	0	0	0	0	0
361	3.44625	0	19.5625	0	0	0	0	0	0	0	0	0
362	3.465	-0.25	20.0375	0	0	0	0	0	0	0	0	0
363	3.43815	-1.25	19.87388	1	0	0	0	0	0	0	0	0
364	3.41731	-1.25	19.79691	1	0	0	0	0	0	0	0	0
365	3.21	-1.25	19.958	0	0	0	0	0	0	0	0	0
366	3.03	-1.25	19.504	0	0	0	0	0	0	0	0	0
367	2.86312	0	19.0345	0	0	0	0	0	0	0	0	0
368	2.78062	0	18.9195	0	0	0	0	0	0	0	0	0
369	2.72812	0	19.15	0	0	0	0	0	0	0	0	0
370	2.70937	0	20.25	0	0	0	0	0	0	0	0	0
371	2.71528	0	19.95527	1	0	0	0	0	0	0	0	0
372	2.72243	0	20.00969	1	0	0	0	0	0	0	0	0
373	2.73146	0	20.08061	1	0	0	0	0	0	0	0	0
374	2.74306	0	20.08288	1	0	0	0	0	0	0	0	0
375	2.75811	0	19.95009	1	0	0	0	0	0	0	0	0
376	2.75783	0	20.01695	1	0	0	0	0	0	0	0	0
377	2.7576	0	20.08321	1	0	0	0	0	0	0	0	0
378	2.7574	0	20.20539	1	0	0	0	0	0	0	0	0
379	2.75724	0	20.3143	1	0	0	0	0	0	0	0	0
380	2.7571	0	20.45401	1	0	0	0	0	0	0	0	0
381	2.75697	0	20.5796	1	0	0	0	0	0	0	0	0
382	2.75827	1	20.73479	1	0	0	0	0	0	0	0	0
383	2.76069	1	20.83988	1	0	0	0	0	0	0	0	0
384	2.76374	0	20.95023	1	0	0	0	0	0	0	0	0
385	2.73879	1.5	22.23873	0	0	0	0	0	0	0	0	0
386	2.82587	-1	24.06514	0	0	0	0	0	0	0	0	0
387	3.1047	0.5	26.61035	0	0	0	0	0	0	0	0	0
388	3.15795	1.25	27.0171	0	0	0	0	0	0	0	0	0
389	3.285	0	27.35	0	0	0	0	0	0	0	0	0
390	3.2475	0	27.5125	0	0	0	0	0	0	0	0	0
391	3.33562	0.25	27.275	0	0	0	0	0	0	0	0	0
392	3.37875	0.25	26.6375	0	0	0	0	0	0	0	0	0
393	3.42	0	26.325	0	0	0	0	0	0	0	0	0
394	3.42937	1.5	26.6625	0	0	0	0	0	0	0	0	0
395	3.53625	-0.25	27.4125	0	0	0	0	0	0	0	0	0
396	3.47812	-1.5	28.275	0	0	0	0	0	0	0	0	0
397	3.33	-2	27.9375	0	0	0	0	0	0	0	0	0
398	3.27	0.25	26.5	0	0	0	0	0	0	0	0	0
399	3.15562	-1.5	25.9875	0	0	0	0	0	0	0	0	0
400	2.99625	0	25.825	0	0	0	0	0	0	0	0	0
401	2.91563	0.5	25.4625	0	0	0	0	0	0	0	0	0
402	2.91375	-1.75	26.35	0	0	0	0	0	0	0	0	0
403	2.80125	0	28.3875	0	0	0	0	0	0	0	0	0
404	2.745	0	27.3	0	0	0	0	0	0	0	0	0
405	2.8425	2	25.4375	0	0	0	0	0	0	0	0	0
406	2.89312	0	23.4875	0	0	0	0	0	0	0	0	0
407	2.91	0	21.7375	0	0	0	0	0	0	0	0	0
408	2.925	0	19.8375	0	0	0	0	0	0	0	0	0
409	2.94	-2	20.0375	0	0	0	0	0	0	0	0	0
410	2.91	1.5	20.45	0	0	0	0	0	0	0	0	0
411	2.895	0	21.275	0	0	0	0	0	0	0	0	0
412	2.8875	0	22.1875	0	0	0	0	0	0	0	0	0
413	2.88965	0	21.95334	1	0	0	0	0	0	0	0	0
414	2.89232	-1.5	21.83913	1	0	0	0	0	0	0	0	0
415	2.88853	0	21.72092	1	0	0	0	0	0	0	0	0
416	2.89048	0	21.47494	1	0	0	0	0	0	0	0	0
417	2.89319	0	21.0799	1	0	0	0	0	0	0	0	0
418	2.88904	0	21.19795	1	0	0	0	0	0	0	0	0
419	2.8839	0	21.29533	1	0	0	0	0	0	0	0	0
